home_office,deal_status,name,created,country,industry,custom_keywords,modified,fund,drive_url,company_name,key,drive_id,document_type,deal_team
Miami,Closed / Unrealized,LuLu's IC Discussion Materials - April 2014.pdf,2015-02-02T17:05:17.594040,U.S.,Technology,"Internet,e-Commerce,Apparel,Retail,Direct to Consumer",2019-02-22T08:09:14.688117,Growth Equity,,LuLu's Fashion Lounge,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwJvalwsM,id:6296704315817984",,Investment Committee Decks (Internal),"John Kim,Evan Karp,Dan Lombard,Eric Shields,Neel Joshi"
Miami,Closed / Unrealized,LuLu's IC Process Update vF.pdf,2015-02-02T17:05:26.141690,U.S.,Technology,"Internet,e-Commerce,Apparel,Retail,Direct to Consumer",2019-02-22T08:08:45.509471,Growth Equity,,LuLu's Fashion Lounge,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwNmNpAoM,id:5788299910184960",,Investment Committee Decks (Internal),"John Kim,Evan Karp,Dan Lombard,Eric Shields,Neel Joshi"
Miami,Closed / Unrealized,LuLu's Lender Management Presentation June.pdf,2015-02-02T17:07:55.907970,U.S.,Technology,"Internet,e-Commerce,Apparel,Retail,Direct to Consumer",2019-02-22T08:08:16.714983,Growth Equity,,LuLu's Fashion Lounge,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAoOjgzQkM,id:5408525681426432",,Lender/Management Presentation,"John Kim,Evan Karp,Dan Lombard,Eric Shields,Neel Joshi"
New York,Closed / Realized,MagnaCare Overview.pdf,2014-05-27T16:47:46.736610,U.S.,Healthcare,"TPA,Provider Network,Self Insured,Workers Compensation",2019-02-22T08:08:14.324794,Middle Market,,MagnaCare,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgN3GxAkM,id:5368046889730048",,Investment Committee Decks (Internal),"Rick Rosen,Tenno Tsai,Matt Lozow,Bharath Ganesan"
Hamburg,Nearly Completed Deal,Management Presentation 05-03-10.pdf,2016-03-03T22:21:34.335710,Germany,Manufacturing,"Mailroom solutions,Sorting machines,Inserting machines,Franking machines",2019-02-22T08:09:05.489539,Europe,,Bï¿½we Systec,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLmp-QoM,id:6163087212150784",,Intermediary CIM,"Wolfgang Biedermann,Jens Asleben,Klaas Reineke,Marc Schmidt"
London,Nearly Completed Deal,management presentation 29102007.pdf,2016-03-03T22:29:02.148960,U.K.,Manufacturing,"Contract manufacturer,Aerosols,Liquids,Filler,Cosmetics",2019-02-22T08:08:55.828072,Europe,,Kematen,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwJvazwoM,id:5980044967018496",,Intermediary CIM,"Matthias Allgaier,Thomas Scriven,Oliver Wurtenberger"
Hamburg,Nearly Completed Deal,"Management Presentation TFL, 17.12.2008.pdf",2016-03-03T22:19:46.116190,Germany,Chemicals,"Leather,Stahl,Buy and build,Lanxess,BASF",2019-02-22T08:09:14.837366,Europe,,TFL,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4JClmAsM,id:6299278410514432",,Lender/Management Presentation,"Lars Hirche,Johannes Natterer"
Rio de Janeiro,Early Pass,Marelli - Deal Update_Final.pdf,2014-05-27T17:10:22.173960,Brazil,Manufacturing,"Furniture,Corporate furniture,Swivel chairs,Cubicle,Office desk",2019-02-22T08:08:31.744112,Brazil,,Marelli,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4JC-iQoM,id:5671216752885760",,Investment Committee Decks (Internal),"Fernando Marques Oliveira,Marcelo Cecchetto,Andre Britto"
Boston,Closed / Unrealized,Maronda Opportunity Overview 11-11 v16.pdf,2014-05-28T14:30:28.600580,U.S.,Building Products,"Homebuilder,Housing",2019-02-22T08:08:19.149236,Bayside,,Maronda Homes,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMya1wkM,id:5450093515767808",,Investment Committee Decks (Internal),"Jackson Craig,Adam Schimel,Seth Goldberg,Matt Fixler"
Boston,Closed / Unrealized,Maronda Update_2013.02.pdf,2014-05-28T14:30:36.988960,U.S.,Building Products,"Homebuilder,Housing",2019-02-22T08:09:12.920197,Bayside,,Maronda Homes,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLzVkwsM,id:6278949055234048",,Investment Committee Decks (Internal),"Jackson Craig,Adam Schimel,Seth Goldberg,Matt Fixler"
Miami,Nearly Completed Deal,Marsulex Opportunity Review - July 2010.pdf,2014-06-02T15:39:33.292360,U.S.,Chemicals,"Sulfuric,Hazardous,Environmental,Canada,Public",2019-02-22T08:07:42.670757,Middle Market,,Marsulex,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAoImIzAgM,id:4838128523149312",,Investment Committee Decks (Internal),"Bret Wiener,Brian McMullen,Arta Tabaee,Brandon Garcilazo"
Hamburg,Nearly Completed Deal,Master_Teaser_Finanzinvestoren.pdf,2016-03-03T22:19:54.236810,Germany,Food - Beverage,"Lettuce,Vegetables,Restructuring,Agriculture,Retail",2019-02-22T08:08:37.067349,Europe,,Behr,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAoOi-kgoM,id:5710822659588096",,Intermediary CIM,"Wolfgang Biedermann,Christian Kraul-von Renner,Patrick Stein-Kaempfe"
Miami,Closed / Unrealized,Matrixx Opportunity Review - October 2010.pdf,2014-06-02T15:39:55.803040,U.S.,Consumer Products,"Zicam,Cold,Brand,Zinc,Public",2019-02-22T08:07:55.167458,Middle Market,,Matrixx Initiatives,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLm9hAkM,id:5086253011697664",,Investment Committee Decks (Internal),"Brian Schwartz,Fraser Preston,Brian McMullen,Miriam Rafiqi,Nancy Yu,Arjun Madan-Mohan"
New York,Closed / Unrealized,McKinsey UFS Report.pdf,2016-03-03T21:55:58.972650,U.S.,Manufacturing,,2019-02-22T08:07:57.559342,Middle Market,,Universal Fiber Systems,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLzViwkM,id:5117864776302592",,Consultant Study / Industry Reports,"Tenno Tsai,Peter Gudwin,Vivek Jain,Chris Kozak"
Hamburg,Closed / Unrealized,MD Pres - Walter Services - up-date 29 03 2011_vFINAL3.pdf,2014-05-23T13:24:50.369550,Germany,Business Services,"Call Center,Debt equity swap,Business process outsourcing",2019-02-22T08:07:42.331263,Europe,,Walter Services,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwPLRyggM,id:4831868943859712",,Investment Committee Decks (Internal),"Jens Asleben,Jorn-Marc Vogler"
Hamburg,Closed / Unrealized,MD Presentation - Thermopal 30.06.2010.pdf,2014-05-23T12:49:46.714390,Germany,Building Products,"Decorative chipboards,Laminate flooring,Vendor loan,Carve-out",2019-02-22T08:08:22.414544,Europe,,Thermopal,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwNmN5AkM,id:5506824933474304",,Investment Committee Decks (Internal),"Lars Hirche,Jens Asleben,Jï¿½rn-Marc Vogler"
Hamburg,Early Pass,MD Presentation - Thermopal update 14.12.2010.pdf,2014-05-23T12:56:42.305680,Germany,Building Products,"Decorative chipboards,Laminate flooring,Vendor loan,Carve-out",2019-02-22T08:08:23.164680,Europe,,Thermopal,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMzM5gkM,id:5517782200352768",,Investment Committee Decks (Internal),"Lars Hirche,Jens Asleben,Jï¿½rn-Marc Vogler"
Hamburg,Closed / Unrealized,MD Presentation_DOW Haltermann_02May2011 vfinal.pdf,2014-05-23T12:52:05.590910,Germany,Chemicals,"Hydrocarbons,Pentanes,Insulating foams,test fuels,printing ink oils",2019-02-22T08:08:57.989843,Europe,,Haltermann,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLmp2QoM,id:6022349723795456",,Investment Committee Decks (Internal),"Wolfgang Biedermann,Johannes Natterer,Christian Kraul von-Renner,Patrick Stein-Kaempfe"
Hamburg,Early Pass,MD Presentation_timematters_7 Feb 2012_v12.pdf,2014-05-23T12:51:10.581270,Germany,Transportation - Logistics,"Express logistics,Corporate seller,Limited auction,Growth investment",2019-02-22T08:09:14.998230,Europe,,time:matters,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwNmRmQsM,id:6303008790937600",,Investment Committee Decks (Internal),"Wolfgang Biedermann,Klaas Reineke"
Miami,Closed / Unrealized,MD Review Deck -TRAKAmerica Dec 09.pdf,2014-05-20T20:45:00.880930,U.S.,Business Services,"Collections,Business Process Outsourcing,Accounts Receivable Management,Data Analytics,Legal Network",2019-02-22T08:09:26.523157,LBO,,TRAK America,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwJvBzgsM,id:6537737880469504",,Investment Committee Decks (Internal),"Jeff Zanarini,Chris Paldino,Brandon Howard,Brad Armas"
Hamburg,Closed / Realized,MD Summary Anvis 050711_vFINAL.pdf,2014-05-23T12:49:58.818510,Germany,Automotive,"OEM supplier,Anti vibration,metal rubber,chassis components",2019-02-22T08:07:38.044760,Europe,,Anvis,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLmpuQgM,id:4755712328597504",,Investment Committee Decks (Internal),"Wolfgang Biedermann,Frank Muller"
Hamburg,Closed / Realized,MD Summary Anvis 191010_final_incl follow up on MD meeting.pdf,2014-05-23T12:56:07.451900,Germany,Automotive,"OEM supplier,Anti vibration,metal rubber,chassis components",2019-02-22T08:07:25.935632,Europe,,Anvis,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4OKUhggM,id:4530701609205760",,Investment Committee Decks (Internal),"Wolfgang Biedermann,Frank Muller"
Hamburg,Early Pass,MD Summary MMM 17Nov2009 v3.pdf,2014-05-23T12:58:42.051420,Germany,Healthcare,"Sterilization and disinfection machines,Laboratories",2019-02-22T08:09:23.271334,Europe,,Mï¿½nchner Medizin Mechanik,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMiTvQsM,id:6461402621411328",,Investment Committee Decks (Internal),"Jens Alsleben,Johannes Natterer"
Hamburg,Nearly Completed Deal,MD-Deck RING 6Dec13.pdf,2014-05-23T12:53:46.710850,Germany,Consumer Products,"Motorsport,race track,Events,Niki Lauda,James Hunt",2019-02-22T08:09:13.315247,Europe,,Nï¿½rburgring,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMiqlAsM,id:6281872988438528",,Investment Committee Decks (Internal),"Matthias Allgaier,Johannes Natterer,Niclas Ahrens"
Hamburg,Nearly Completed Deal,MD-Update RING 11Feb14 vfinal.pdf,2014-05-23T12:56:25.007110,Germany,Consumer Products,"Motorsport,race track,Events,Niki Lauda,James Hunt",2019-02-22T08:09:18.932886,Europe,,Nï¿½rburgring,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4MHhqAsM,id:6371721892331520",,Investment Committee Decks (Internal),"Matthias Allgaier,Johannes Natterer,Niclas Ahrens"
Hamburg,Nearly Completed Deal,MD-Update RING 21Jan14 vfinal.pdf,2014-05-23T12:47:45.789970,Germany,Consumer Products,"Motorsport,race track,Events,Niki Lauda,James Hunt",2019-02-22T08:08:08.093701,Europe,,Nï¿½rburgring,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4JC-qQkM,id:5249004287819776",,Investment Committee Decks (Internal),"Matthias Allgaier,Johannes Natterer,Niclas Ahrens"
Boston,Nearly Completed Deal,MEDS Internal Discussion Materials.pdf,2014-05-20T20:32:43.658470,U.S.,Healthcare,"Medicaid,Eligibility,Enrollment,Hospitals,Revenue cycle management",2019-02-22T08:08:06.717601,Growth Equity,,Monti Eligibility & Denial Solutions,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4MGrpAkM,id:5226374373572608",,Investment Committee Decks (Internal),"Steve Loose,Benjamin Kahn,Eric Tencer,Daniel Gedney"
Boston,Closed / Realized,MEI Deck v7.pdf,2014-05-28T14:30:55.971610,U.S.,Technology,"Payment,Vending,Bill Acceptor,Bill Validator,Coin Acceptor",2019-02-22T08:09:34.534946,Bayside,,MEI Conlux,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAoPGX9QsM,id:6707841603731456",,Investment Committee Decks (Internal),"Jackson Craig,Seth Goldberg"
Miami,Closed / Unrealized,MEI Update 1 23 12.pdf,2014-05-28T14:31:21.689010,U.S.,Technology,"Job,Resume,Online,Board,Listing",2019-02-22T08:08:47.121686,Bayside,,Monster Worldwide,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwPLRqgoM,id:5817031362347008",,Investment Committee Decks (Internal),"Adam Schimel,Seth Goldberg,Matt Fixler"
Boston,Closed / Realized,MEI Update 1 23 12.pdf,2014-05-28T14:31:13.291250,U.S.,Technology,"Payment,Vending,Bill Acceptor,Bill Validator,Coin Acceptor",2019-02-22T08:08:03.605271,Bayside,,MEI Conlux,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4MG1mQkM,id:5178339459334144",,Investment Committee Decks (Internal),"Jackson Craig,Seth Goldberg"
Hamburg,Nearly Completed Deal,Metallumform_Deal Update_MD Meeting 14Dec2010_Final.pdf,2014-05-23T12:54:15.584800,Germany,Manufacturing,"steel heat treatment,forming,precision steel components,drive train,vendor loan",2019-02-22T08:09:33.477797,Europe,,Metallumform,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMjF7AsM,id:6669828794351616",,Investment Committee Decks (Internal),"Jens Asleben,Klass Reineke,Christian Kraul-von Renner"
Hamburg,Nearly Completed Deal,Metallumform_Final Deck_MD Meeting May 2011_vFinal_Main Deck.pdf,2014-05-23T12:51:37.907880,Germany,Manufacturing,"steel heat treatment,forming,precision steel components,drive train,vendor loan",2019-02-22T08:08:17.913492,Europe,,Metallumform,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMiq1AkM,id:5437448058306560",,Investment Committee Decks (Internal),"Jens Asleben,Klass Reineke,Christian Kraul-von Renner"
Miami,Early Pass,Metasource Deal Upate 6-24-13.pdf,2014-06-02T15:40:15.837280,U.S.,Business Services,"BPO,ApplicationXtender,EMC,Data capture,Scanning",2019-02-22T08:09:02.508466,Growth Equity,,Metasource,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4OKA6woM,id:6100117018902528",,Investment Committee Decks (Internal),"Craig Burson,Benjamin Kahn,Mark Waiting,Aaron Fisher"
Miami,Closed / Realized,Metcare IC Presentation October 2011.pdf,2014-06-02T15:40:39.805900,U.S.,Healthcare,"Medicare,Health,Insurance",2019-02-22T08:09:34.685464,Bayside,,Metcare,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLnH9QsM,id:6709475771678720",,Investment Committee Decks (Internal),"Sean Ozbolt,Javier Casillas,Brett Craig,Stillian Morrison"
Miami,Closed / Unrealized,Miami Update -March.10 Suntrust Pres.pdf,2014-05-21T20:32:54.101600,U.S.,Business Services,"Collections,Business Process Outsourcing,Accounts Receivable Management,Data Analytics,Legal Network",2019-02-22T08:07:29.974532,LBO,,TRAK America,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwPLRmggM,id:4620762711326720",,Lender/Management Presentation,"Jeff Zanarini,Chris Paldino,Brandon Howard,Brad Armas"
Rio de Janeiro,Nearly Completed Deal,Microwork_PDM.PDF,2014-06-02T15:40:51.210430,Brazil,Technology,"ERP,Car Dealer,DMS,Dealer Management System",2019-02-22T08:08:18.724022,Brazil,,MicroWork,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwNnr1QkM,id:5444084051214336",,Investment Committee Decks (Internal),"Fernando Marques Oliveira,Thomaz Horta,Elaine Aparecida Salvador"
New York,Some Progress To Close,Mimis Cafe IC Deck.pdf,2014-05-27T16:05:10.662370,U.S.,Consumer Products,"Restaurants,Casual Dining,Brand",2019-02-22T08:09:21.534565,Middle Market,,Mimi's Cafï¿½,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4MHftQsM,id:6428827777499136",,Investment Committee Decks (Internal),"Tim Armstrong,Joe Zulli"
San Francisco,Early Pass,Mimis Cafe Opportunity Overview v.FINAL.pdf,2014-05-28T14:54:53.998600,U.S.,Food - Beverage,"Restaurant,Casual Dining,Food",2019-02-22T08:08:22.060909,LBO,,Mimi's Cafï¿½,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAoLPd3wkM,id:5487573212332032",,Investment Committee Decks (Internal),"Neil Tuch,Jeff Bohl,Amanda Kalin,Katie Fitzgerald"
Boston,Nearly Completed Deal,Mindware IC Presentation - November 2012.pdf,2014-05-28T14:31:32.007620,U.S.,Consumer Products,"e-commerce,education,toys,direct marketing,catalog",2019-02-22T08:07:45.685571,Growth Equity,,MindWare,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwJva1wgM,id:4889329432264704",,Investment Committee Decks (Internal),"Evan Karp,Dan Lombard,Prabh Sodhi"
Boston,Nearly Completed Deal,Mindware Process Update_vFinal.pdf,2014-05-28T14:31:40.431340,U.S.,Consumer Products,"e-commerce,education,toys,direct marketing,catalog",2019-02-22T08:08:02.790896,Growth Equity,,MindWare,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4JClmAkM,id:5173378503671808",,Investment Committee Decks (Internal),"Evan Karp,Dan Lombard,Prabh Sodhi"
Madrid,Closed / Unrealized,Monbus 20120726.pdf,2014-05-27T16:05:18.581080,Spain,Transportation - Logistics,"bus,transportation",2019-02-22T08:07:47.232145,Europe,,Monbus,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLyf2wgM,id:4904903117897728",,Investment Committee Decks (Internal),"Jaime Bergel,Stefan Lindemann,Jose Maria de Leon"
Rio de Janeiro,Nearly Completed Deal,Monte Carlo - 10 10 2012.pdf,2014-05-27T17:10:31.257870,Brazil,Consumer Products,"Jewelry,Retail",2019-02-22T08:07:54.491573,Brazil,,Monte Carlo,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgN6QgQkM,id:5071522616049664",,Investment Committee Decks (Internal),"Fernando Marques Oliveira,Marcelo Cecchetto,Elaine Aparecida Salvador"
San Francisco,Closed / Realized,Motive Eyewear (Personal OpticsLantis).pdf,2014-05-28T14:31:51.204830,U.S.,Consumer Products,"Eyewear,Readers,Sunglasses,Lantis,Optics",2019-02-22T08:08:16.482310,LBO,,Motive Eyewear,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgPnQzAkM,id:5403582375395328",,Investment Committee Decks (Internal),"Charles Hanemann,Neil Tuch,Amanda Kalin,Stenning Schueppert,Marcus Badger,Mike Piechalak"
San Francisco,Closed / Unrealized,MWHC Internal Update 9.4.12.pdf,2014-05-28T14:46:44.990460,U.S.,Infrastructure - Contracting,"Construction,Highway,Road repair,Traffic",2019-02-22T08:08:40.235297,LBO,,Mountain West Holding Company,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMyalwoM,id:5731568492478464",,Investment Committee Decks (Internal),Elliot Maluth
Hamburg,Early Pass,NACAP_MD Presentation_14 Sep 2010_final.pdf,2014-05-23T12:57:51.091750,Germany,Energy Services,"Pipelines construction,Mechanical contracting,Onshore",2019-02-22T08:09:11.629087,Europe,,NACAP,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMyBjgsM,id:6254077033840640",,Investment Committee Decks (Internal),"Wolfgang Biedermann,Marc Schmidt"
Madrid,Closed / Unrealized,Nace 20121015.pdf,2014-05-27T16:05:26.941770,Spain,Education,school,2019-02-22T08:08:46.823197,Europe,,Nace,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4JC-qQoM,id:5811954241241088",,Investment Committee Decks (Internal),"Jaime Bergel,Leopoldo Reano,Jose Maria de Leon"
Miami,Closed / Unrealized,NARS Internal Discussion Materials 5.7.12.pdf,2014-05-20T20:44:45.054920,U.S.,Business Services,"Collections,Business Process Outsourcing,Accounts Receivable Management,Call Center",2019-02-22T08:08:39.431689,LBO,,Integrity Solution Services,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwJuslgoM,id:5727775767920640",,Investment Committee Decks (Internal),"Jeff Zanarini,Roman Krislav,Gaurav Golechha,Brandon Howard"
Miami,Closed / Unrealized,NARS Internal Update 6.4.12.pdf,2014-05-20T20:44:37.532040,U.S.,Business Services,"Collections,Business Process Outsourcing,Accounts Receivable Management,Call Center",2019-02-22T08:09:34.283890,LBO,,Integrity Solution Services,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgN2R9QsM,id:6707630009483264",,Investment Committee Decks (Internal),"Jeff Zanarini,Roman Krislav,Gaurav Golechha,Brandon Howard"
Miami,Closed / Unrealized,NARS Review Deck 6.4.13.pdf,2014-05-20T20:44:28.859620,U.S.,Business Services,"Collections,Business Process Outsourcing,Accounts Receivable Management,Call Center",2019-02-22T08:07:49.538559,LBO,,Integrity Solution Services,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgK-G6AgM,id:4961215239421952",,Investment Committee Decks (Internal),"Jeff Zanarini,Roman Krislav,Gaurav Golechha,Brandon Howard"
Miami,Closed / Unrealized,NARS_CMS - Loan Agreement - executed (2) Dec 2009.PDF,2014-05-21T20:37:04.731480,U.S.,Business Services,"Collections,Business Process Outsourcing,Accounts Receivable Management,Call Center",2019-02-22T08:09:06.780023,LBO,,Integrity Solution Services,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMzQ-woM,id:6173228569460736",,Executed Lender docs,"Jeff Zanarini,Roman Krislav,Gaurav Golechha,Brandon Howard"
Miami,Closed / Unrealized,NARS_US Bank - Loan Agreement - executed Dec 2009.PDF,2014-05-21T21:07:56.778960,U.S.,Business Services,"Collections,Business Process Outsourcing,Accounts Receivable Management,Call Center",2019-02-22T08:08:26.993645,LBO,,Integrity Solution Services,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwJuLgQoM,id:5634282919821312",,Executed Lender Docs,"Jeff Zanarini,Roman Krislav,Gaurav Golechha,Brandon Howard"
Miami,Some Progress To Close,NaviSite Opportunity Review - August 2009.pdf,2014-06-02T16:33:18.527330,U.S.,Business Services,"Data,Cloud,TimeWarner,Hosting,Public",2019-02-22T08:08:36.803417,Middle Market,,NaviSite,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgN6QkQoM,id:5704841313648640",,Investment Committee Decks (Internal),"Brian Schwartz,Fraser Preston,Brian McMullen,Matt Lozow,Brandon Garcilazo"
Miami,Nearly Completed Deal,NaviSite Opportunity Review - August 2009.pdf,2014-06-02T16:25:37.664580,U.S.,Business Services,"Data,Cloud,TimeWarner,Hosting,Public",2019-02-22T08:09:06.021948,Middle Market,,NaviSite,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgK_h-QoM,id:6165008673144832",,Investment Committee Decks (Internal),"Brian Schwartz,Fraser Preston,Brian McMullen,Matt Lozow,Brandon Garcilazo"
